parcel_number,sale_date,sale_price,number_of_bedrooms,number_of_bathrooms,total_livable_area,year_built,zip_code,category_code,exterior_condition,interior_condition,census_tract,x_coord,y_coord,crime_count_500m
621201600,2023-12-15,150000,3,1,1068,1950,19149,1,4,4,317,2719739.29928465,264800.97753979,79
233035200,2023-12-14,220000,4,2,1744,1930,19124,1,4,4,292,2712375.71099348,262800.82143514,21
481357400,2023-12-19,285000,3,1,1186,1920,19145,1,4,3,37,2688943.7220964,225685.80314563,51
33209400,2023-11-10,220000,4,2,1503,1920,19143,1,4,3,82,2671071.47076748,234238.24503021,53
212346500,2023-12-11,450000,3,2,1824,1995,19128,1,4,4,216,2674063.89227606,268618.47777879,14
651172800,2023-12-15,90000,3,1,1040,1953,19136,1,4,4,329,2730711.53751072,266671.35437647,73
888151304,2023-12-14,342000,2,2,1120,1900,19130,1,4,4,134,2692748.87754381,241065.06077288,111
365341800,2023-10-16,90000,5,1,1632,1915,19146,1,4,4,30,2692061.91730356,229472.31296104,60
181250200,2023-06-01,275000,4,2,1824,1920,19125,1,4,4,158,2703938.70457356,244286.8138438,45
394572000,2023-12-22,360000,3,1,952,1920,19148,1,4,4,29,2692665.41904931,226767.83214955,49
593106400,2023-12-14,130000,3,1,1052,1900,19144,1,4,7,238,2686869.97394732,268735.14454022,53
531088600,2023-12-20,70000,3,1,1116,1946,19111,1,5,4,311,2715922.20980598,269254.82722788,77
433301200,2023-12-26,125000,3,1,996,1925,19140,1,4,4,197,2699816.20166373,259044.14423722,158
21306000,2023-12-11,100000,2,1,827,1920,19147,1,4,4,24,2695790.67756256,229178.83979471,57
251312800,2023-12-20,225000,2,2,912,1920,19134,1,2,2,180,2707587.96925664,247149.13521889,42
41270900,2023-12-14,30000,3,1,1344,1925,19131,1,7,7,113,2673837.70736098,245143.25996555,108
32172900,2023-12-02,82000,3,1,1062,1925,19143,1,4,4,82,2672111.36435698,234983.48697805,93
592283800,2023-11-20,160000,3,1,1334,1905,19144,1,4,4,252,2689926.02590606,270852.64817922,70
352239200,2023-12-15,225000,3,1,1138,1960,19111,1,4,4,305,2709629.78013365,272187.84924896,47
552457700,2023-12-23,290000,4,1,1575,1940,19135,1,4,2,319,2722045.47577465,262006.29349664,42
888051345,2023-12-20,1025000,3,2,1734,1980,19106,1,3,3,10,2697150.9419024,233931.36605079,58
252373000,2023-12-21,118000,3,1,1402,1920,19134,1,4,4,179,2707923.88229872,249572.60904646,94
231035600,2023-12-21,200000,3,2,1160,1940,19124,1,4,4,380,2716664.84939681,256259.43261504,46
132059800,2023-12-20,180000,3,1,1224,1940,19140,1,4,2,280,2696489.07249123,261695.89024605,117
132149700,2023-12-21,75000,3,1,1296,1925,19140,1,4,4,280,2695610.59721406,261847.19703005,127
341194200,2023-11-21,71500,3,1,1044,1925,19139,1,4,4,96,2671054.8562994,240635.48912546,129
311015600,2023-12-20,70000,3,1,828,1875,19125,1,5,6,163,2702392.07348047,249596.30060013,145
888211152,2023-12-12,190000,2,1,1571,1905,19128,1,3,3,209,2679110.22699964,260612.41341038,38
352109300,2023-12-21,170000,3,1,1196,1947,19120,1,4,4,305,2708859.33416797,270580.92496938,45
663120400,2023-12-14,335000,3,1,1360,1973,19154,1,4,4,363,2747447.84524539,291253.94956814,12
123053100,2023-12-08,95000,5,1,1752,1900,19144,1,4,5,242,2692453.54676965,263960.56419438,82
332550500,2023-12-19,85000,3,1,1320,1960,19124,1,4,4,190,2711807.03890248,257325.52661146,56
551374800,2023-07-31,275000,3,1,1312,1929,19149,1,4,4,315,2725100.51067506,267351.09383063,66
433174000,2023-12-15,48000,3,1,1350,1920,19140,1,4,4,203,2697088.41709307,258112.54341014,61
392225310,2023-12-21,75000,2,1,2568,1960,19148,1,4,4,42,2696066.1212374,222951.5809238,170
181271200,2023-06-01,110000,2,1,700,1915,19125,1,3,4,158,2704190.49803323,244679.11325605,47
453068700,2023-12-14,295000,3,1,1120,1925,19137,1,4,4,183,2717473.36221547,254499.08967905,25
71056800,2023-12-07,20000,2,1,828,1935,19133,1,5,4,176,2702114.72954698,250786.15780047,174
212331545,2023-12-08,385000,4,2,1800,1996,19128,1,3,3,215,2674237.09435748,267144.10047822,11
552335700,2023-12-20,200000,2,2,744,1950,19135,1,4,4,325,2725137.99058698,265162.68777438,53
411222500,2023-12-19,147000,3,1,1084,1935,19135,1,4,4,323,2723722.93009689,262653.42868529,69
353291473,2023-12-18,230000,3,1,1280,1925,19111,1,4,4,306,2713788.58087115,272551.23828596,42
121028000,2023-12-14,88750,4,2,1620,1900,19144,1,4,4,245,2693135.03654839,264582.52456464,56
34034900,2023-12-14,180000,3,1,1300,1925,19143,1,4,3,65,2672222.48454157,232307.07730463,44
172389700,2023-12-18,135000,3,1,960,1925,19138,1,4,4,279,2695100.60906081,268936.24387555,87
482297500,2023-12-27,172500,3,1,1408,1920,19145,1,4,4,37,2687581.90034498,225615.91384971,118
381142700,2024-01-08,70000,3,1,1280,1940,19132,1,4,4,172,2690422.94945289,253658.8836823,138
57126710,2023-11-22,600000,3,2,1386,1920,19123,1,4,3,142,2698629.09872298,241792.43038113,63
381346200,2023-11-09,135000,3,1,1497,1925,19132,1,4,3,171,2690732.91635264,254763.22563371,103
888072580,2023-12-28,187500,1,1,632,1950,19130,1,4,4,136,2688582.06894831,241966.44348454,91
551506500,2024-01-11,230000,3,1,1292,1950,19149,1,4,4,315,2726550.2354659,267937.65138455,120
622168400,2024-01-05,310000,3,2,1302,1925,19135,1,4,2,319,2720393.21694006,261409.04469113,40
552007600,2023-12-21,230000,4,1,1512,1963,19135,1,4,4,319,2721231.19525097,262196.19501972,51
392000001,2023-12-19,274999,1,1,944,2024,19148,1,1,1,42,2696385.88962673,225077.97201222,118
212369100,2023-12-20,399900,3,1,1728,1925,19128,1,4,4,219,2671038.01020448,270564.37480563,6
433327000,2024-01-09,62500,3,1,1222,1925,19140,1,4,4,197,2699692.49521823,259641.83234631,186
383134200,2023-12-29,750000,6,3,3600,1935,19129,1,4,4,206,2685501.51802281,260145.79492106,5
323249500,2024-01-04,87000,3,1,880,1915,19121,1,4,2,151,2687883.21699956,247937.46861596,109
363061900,2024-01-08,135000,3,1,1092,1923,19145,1,4,4,31,2689948.61509973,228509.56160572,79
394440200,2024-01-03,290000,3,1,1136,1925,19148,1,4,4,40,2692375.65978631,223883.41304964,64
311070100,2024-01-05,300000,2,1,1076,1875,19125,1,2,2,161,2703018.27399974,248480.76346113,102
211273900,2024-01-05,429000,3,2,1764,1940,19128,1,3,2,209,2678929.19356906,260577.95022471,45
452267900,2024-01-05,165000,4,1,2136,1925,19124,1,4,4,382,2711457.9506899,253987.12252714,37
888088630,2023-12-06,910000,2,2,1384,2007,19146,1,4,3,12,2693023.18408181,233504.00732547,66
362226900,2023-12-27,125000,3,2,1316,1925,19146,1,4,4,809,2683918.59566373,230615.01047879,44
412120600,2023-12-18,197000,3,1,1126,1950,19136,1,4,3,330,2727592.96533582,267935.35348888,158
211347800,2023-12-29,425000,5,2,2125,1920,19128,1,4,4,214,2677617.05019598,263260.88088247,29
888050115,2024-01-02,230000,1,1,650,1985,19147,1,4,4,10,2698434.25528064,232364.84687413,107
491183600,2023-12-27,155000,3,1,1200,1935,19120,1,4,4,285,2700942.04225981,263815.58712213,85
421598100,2023-12-15,155000,2,1,800,1930,19120,1,4,3,289,2707461.15717432,261082.24252321,43
453418100,2023-11-30,192866,3,1,1218,1910,19137,1,4,2,380,2717469.04365456,257178.49212863,54
213280430,2023-12-19,675000,4,3,2572,2016,19128,1,1,1,212,2677869.51917923,266447.2006253,31
394152100,2023-12-19,235000,3,1,1024,1925,19148,1,4,4,40,2693472.78292015,223439.0228623,70
131165900,2023-12-08,26500,3,1,1190,1940,19140,1,6,4,201,2695725.3581394,257775.90431963,142
242025800,2023-12-13,390000,4,2,1160,1930,19104,1,4,2,108,2684032.52785057,239728.42302622,123
451453500,2023-12-27,61000,3,1,1024,1925,19134,1,5,4,382,2710970.65277998,252325.74396013,56
382059700,2023-12-22,260200,3,1,1500,1943,19129,1,4,4,207,2686585.52930623,257203.10526839,15
562277700,2024-01-08,250000,3,1,1582,1953,19115,1,4,4,345,2727537.34011897,283997.10122097,25
532033500,2023-12-27,180000,3,1,1210,1955,19111,1,4,4,311,2716801.40555415,270219.18881622,87
532253700,2024-01-09,370000,3,1,1724,1950,19111,1,4,4,310,2717786.93573532,272120.62267739,13
344338600,2023-11-15,195000,3,1,1024,1925,19151,1,4,4,115,2668365.72060156,245085.55207571,51
514103000,2023-12-29,104100,3,1,1062,1925,19143,1,4,4,71,2675999.47895606,230932.84350455,149
394641000,2024-01-04,362500,2,2,904,1925,19148,1,4,2,29,2692466.47686189,227055.14719172,58
888150259,2023-12-21,330000,2,2,1058,1900,19130,1,4,4,134,2692463.97785115,240424.39866838,88
632047085,2024-01-04,800000,5,3,3000,1998,19115,1,4,4,344,2720424.57284848,288589.28134105,0
511209500,2024-01-05,50000,3,1,1080,1925,19143,1,4,4,74,2677897.75501515,231421.91765763,111
273100600,2023-12-11,40000,3,1,1050,1940,19143,1,4,4,74,2678393.72712031,231487.96706621,92
371442900,2024-01-04,13000,3,1,926,1925,19133,1,4,4,165,2696949.7651394,251007.39718738,129
888302300,2023-12-28,660000,2,2,1439,2012,19146,1,3,3,13,2687258.65295997,232976.43718638,21
552425400,2023-12-18,123000,3,1,1136,1950,19135,1,4,4,320,2722432.4051189,262552.92199655,77
271204000,2024-01-05,425000,4,2,1625,1915,19104,1,4,4,77,2681478.35841823,234082.4070873,40
888050078,2023-12-29,195000,1,1,626,1985,19147,1,4,4,10,2698434.25528064,232364.84687413,107
365329100,2023-12-29,370000,3,1,1182,1925,19146,1,3,2,22,2690951.55797572,229897.42694022,82
342274400,2024-01-05,90000,3,1,1380,1925,19151,1,4,4,101,2671216.10892965,243739.95240472,89
422139600,2023-12-08,141000,3,2,1200,1935,19120,1,4,4,286,2703748.86276165,263479.76495913,75
211017700,2024-01-05,250000,2,1,900,1940,19127,1,4,4,209,2678590.47475831,260584.90559138,39
531331600,2023-12-26,188000,3,2,1404,1925,19149,1,4,4,311,2715521.96749623,267426.30595055,70
621534400,2023-12-26,217000,3,1,1170,1950,19149,1,4,4,317,2719771.27330206,266220.1282448,38
332188500,2023-12-15,174900,3,1,1152,1925,19124,1,4,4,191,2708604.07089898,258280.49287738,56
211326600,2023-12-27,325000,3,1,1028,1900,19128,1,4,2,210,2679115.5665559,260834.99629855,36
661155300,2023-12-20,326000,3,2,1518,1965,19114,1,4,3,353,2739745.52141123,283121.58295888,20
481293300,2023-12-20,235000,3,1,956,1920,19145,1,4,3,37,2689789.61049648,226604.36003555,90
321250000,2023-12-13,95000,3,1,1128,1915,19121,1,4,5,153,2692957.23637906,247868.50779589,207
132410600,2023-12-26,215000,3,1,1132,1940,19141,1,4,4,280,2696058.6763704,263331.31053163,35
132410700,2023-12-26,215000,3,1,1120,1940,19141,1,4,4,280,2696035.28829381,263324.29873464,33
363248700,2023-12-28,245000,2,1,920,1923,19146,1,2,2,31,2689555.41673915,228735.09822813,88
331017200,2024-01-10,19000,3,1,1064,1920,19134,1,4,3,177,2705457.31570956,252478.30763139,306
341048500,2023-08-22,105000,4,1,1576,1925,19151,1,4,4,101,2671883.7778699,241331.73674871,105
23227300,2023-12-26,455000,2,1,1050,1920,19147,1,4,4,15,2696216.56516223,231980.63832496,78
324010700,2023-12-29,375000,4,3,2168,1915,19121,1,3,2,149,2687470.20667073,246310.22810405,96
663108900,2024-01-11,370000,3,1,1936,1973,19154,1,4,3,363,2745719.60723206,291988.13904463,25
281280800,2024-01-11,44901,3,1,798,1915,19132,1,4,4,169,2690687.77536681,251018.67013071,87
406178800,2023-11-28,78000,3,1,960,1920,19142,1,4,4,62,2674492.98000056,224981.91610196,149
552348500,2024-01-06,210000,3,1,960,1950,19135,1,4,4,320,2723044.46688689,263555.12504463,48
651023900,2024-01-09,206000,3,1,1260,1953,19136,1,4,2,330,2729686.09041464,265714.8123263,76
592023000,2023-12-14,175000,4,2,1086,1900,19144,1,4,2,246,2690292.98580205,269524.84571671,95
888582926,2023-12-21,164000,1,1,654,1960,19116,1,4,4,358,2730088.44590914,296831.45514539,28
582112100,2024-01-04,345000,3,1,1354,1961,19116,1,4,4,357,2730243.29960206,295148.29742247,26
341016200,2024-01-05,279000,3,3,1968,1925,19139,1,4,2,96,2670480.90075439,240234.11033505,140
214054700,2024-01-08,340000,4,3,1792,1925,19128,1,4,3,218,2672399.43595931,271854.12550697,22
522175000,2024-01-05,450000,7,3,4060,1925,19131,1,3,6,118,2671057.26410298,248353.24731196,28
531279500,2023-12-28,140000,3,1,1100,1925,19149,1,4,4,311,2714708.11676173,267474.31635322,73
441082000,2024-01-05,32533,3,1,900,1925,19139,1,4,5,93,2677060.24651957,238799.1948978,108
331009700,2023-11-19,56000,3,1,1080,1920,19134,1,4,4,177,2705397.4116299,252355.17631596,286
102034400,2024-01-05,350000,3,2,2304,2023,19138,1,1,1,267,2695918.4010604,273371.42332537,96
101067100,2023-12-15,165000,3,1,1262,1925,19126,1,4,4,267,2697150.3060769,273768.25848971,85
591026000,2023-12-13,73500,3,1,1320,1920,19138,1,4,4,277,2694260.18521672,273193.02243547,119
251121000,2023-01-05,300000,3,1,1122,1925,19134,1,2,2,180,2708834.57503115,248908.95354964,76
342191400,2023-10-30,71000,3,1,1236,1925,19151,1,4,4,101,2671998.48006831,243329.89745055,119
365250200,2023-12-20,424900,3,1,1168,1925,19146,1,2,2,30,2690754.49176881,229029.95689039,65
342282700,2023-08-01,63100,3,1,774,1920,19151,1,4,4,101,2671199.69951364,242993.89385746,111
111084200,2023-10-20,51500,3,1,1144,1939,19132,1,4,4,201,2695609.15364739,253153.25903738,120
531158500,2024-01-02,155000,3,1,1194,1941,19111,1,4,4,311,2715967.9652919,270101.88951012,79
612043500,2023-12-22,225900,3,1,1272,1926,19120,1,4,2,273,2704278.41846105,267167.58566746,38
631283910,2023-12-29,600000,4,2,2092,2001,19111,1,4,3,340,2718320.69483839,279320.04856722,13
51121805,2023-12-14,2550000,4,4,5134,2017,19106,1,1,1,10,2699159.11013015,234305.4538853,75
651149200,2024-01-06,183000,3,1,1280,1953,19136,1,4,4,329,2730618.07214648,266354.63355322,71
622432500,2023-11-20,38000,3,1,1006,1920,19124,1,4,4,298,2718979.48321898,259663.12462655,105
551144000,2024-01-09,253000,3,1,1414,1950,19149,1,4,4,316,2723121.01824299,266115.62976614,48
491007600,2023-12-01,126000,3,1,1290,1930,19140,1,4,4,284,2699964.66527756,261074.72777447,89
301307510,2023-12-27,550000,3,2,1230,2010,19146,1,3,3,14,2691957.17243432,232631.78498855,59
213229700,2024-01-09,322000,3,1,1206,1955,19128,1,4,4,212,2679507.60579807,264698.3163278,60
421384200,2023-10-18,190000,3,1,1120,1935,19120,1,4,4,290,2705774.04014173,264039.04369621,82
381258200,2024-01-05,85000,2,1,726,1940,19132,1,4,4,171,2689684.25637648,254630.46933755,104
21340800,2024-01-03,355000,4,2,2208,1915,19147,1,4,4,25,2697425.66510622,228835.4943528,54
662488400,2024-01-04,300000,3,1,1332,1983,19154,1,4,4,361,2742219.18477097,288132.89084964,20
362000034,2023-11-30,250000,3,1,1152,2024,19146,1,1,1,33,2685022.39102831,230446.09054105,100
501413200,2023-12-27,285000,4,2,1709,1930,19150,1,4,2,263,2693790.34134014,279021.62724805,79
651290900,2023-12-29,140000,3,1,1152,1955,19135,1,4,4,326,2728313.55411772,264396.85006721,72
152148900,2024-01-02,640000,4,2,2115,1920,19130,1,3,4,136,2689356.26884347,241567.92623697,68
551040900,2023-12-30,235000,3,1,1170,1950,19149,1,4,4,316,2721853.13921706,265609.72985929,38
551017600,2023-12-29,189000,3,1,1152,1945,19149,1,4,4,316,2721952.98744257,264892.67453489,583
622424300,2023-12-27,85000,3,1,808,1945,19124,1,5,4,298,2719302.28047365,259944.4675678,68
181364742,2024-01-05,590000,3,2,1680,2004,19125,1,4,4,158,2702816.82263097,243292.41458589,73
212475626,2023-12-21,525000,3,3,1823,2020,19128,1,1,1,215,2675552.52775022,266521.04332538,13
42066300,2023-12-22,158000,3,1,1152,1925,19139,1,4,6,94,2673921.55758698,239140.24211596,240
71552200,2023-11-01,20000,3,1,960,1920,19134,1,4,4,177,2705300.00171973,252616.47467788,292
662026400,2023-12-20,330000,3,1,1380,1963,19154,1,4,3,361,2742226.55844389,289267.20058888,15
888071719,2023-12-25,175000,1,1,564,1900,19107,1,4,4,2,2695152.4065294,237682.40644896,69
412371500,2023-12-29,154900,2,1,980,1935,19135,1,4,4,325,2725692.2745834,263771.5760553,80
412251800,2023-12-29,219500,3,1,1296,1950,19135,1,4,4,326,2726820.2388629,266928.01593663,78
551115300,2023-12-22,280000,3,1,1512,1950,19149,1,4,4,316,2722755.7056534,266029.46359988,62
888038366,2023-12-20,290000,1,1,763,1900,19106,1,4,4,1,2698475.55965997,236369.05507305,68
342115700,2023-12-29,275000,5,2,2144,1925,19151,1,4,3,114,2670737.82412507,246012.77659921,40
411421100,2023-12-21,350000,4,1,2916,1990,19135,1,3,3,321,2722151.27608798,259887.99458364,67
32003000,2023-12-22,200000,3,2,1504,1925,19139,1,3,2,83,2671385.73654315,236952.31079631,155
331030300,2023-12-27,66000,3,1,1064,1920,19134,1,4,4,177,2705831.44750723,252640.25907913,379
102517200,2023-11-09,122000,3,1,1146,1925,19138,1,4,4,265,2695674.18140447,275346.00599039,67
301206300,2024-01-03,410000,3,2,1454,1925,19146,1,4,3,19,2690330.77870548,231810.4923398,73
102353200,2024-01-01,35000,3,1,1222,1920,19138,1,4,4,267,2695995.86186348,272835.4339118,89
342303500,2023-11-21,84900,3,1,1428,1925,19151,1,5,4,114,2670778.85553907,244833.84621429,92
394613100,2023-12-29,450000,3,1,1004,1925,19148,1,4,3,29,2693111.34991598,227718.0969813,84
364269100,2023-12-12,120499,3,1,956,1925,19146,1,4,4,32,2686777.74381681,229225.43320547,176
888583130,2024-01-05,275000,2,2,1250,1998,19115,1,4,3,356,2728615.09321281,290332.98454654,10
52186325,2024-01-03,805000,3,2,2444,2017,19106,1,1,1,1,2699437.97702648,236607.47126289,60
21258500,2023-12-28,375000,5,1,2016,1910,19147,1,4,4,25,2697426.96923748,229174.53829414,33
395160500,2024-01-05,240000,3,1,1112,1925,19148,1,4,4,372,2695395.48019023,221807.31746429,33
493113200,2023-12-29,220000,3,2,1280,1935,19141,1,4,4,276,2699426.60959515,270160.23716247,66
621577600,2024-01-03,80000,3,1,910,1950,19149,1,4,4,317,2720272.82643281,265541.61024489,74
541179500,2024-01-08,180000,3,1,1222,1950,19149,1,4,4,312,2716866.01566115,267658.09288855,52
394019400,2024-01-03,429000,2,1,1012,1940,19148,1,3,2,40,2693896.22269006,225835.95442013,134
42220200,2024-01-05,110000,3,1,1060,1920,19139,1,4,3,95,2672930.00871706,240124.69191872,179
261088500,2023-11-17,230000,3,2,1050,1925,19145,1,4,4,39,2691921.0350394,225776.01359513,306
252024400,2024-01-05,160000,3,1,908,1910,19134,1,4,2,178,2704969.29109506,250252.42855297,291
888302402,2023-12-14,430000,1,1,996,2012,19146,1,3,3,13,2687181.19904664,232996.66942938,20
12102500,2024-01-02,219900,3,1,1054,1920,19148,1,4,4,28,2695761.65203007,227533.59505372,62
582061800,2023-12-21,415000,3,2,1656,1960,19116,1,4,3,357,2730151.02977347,294713.22808263,19
421217100,2023-12-13,185000,3,2,1140,1942,19120,1,4,4,290,2706630.1808179,265254.7561598,41
551000170,2023-01-04,74000,3,1,1046,1950,19149,1,4,4,316,2721048.55650865,264753.41956405,71
181039400,2023-12-15,450000,3,2,1120,1920,19125,1,2,2,143,2702128.15307656,242259.03148206,33
102400400,2023-11-09,90700,3,1,966,1925,19138,1,4,4,265,2694400.67148431,274552.03973055,55
411272700,2023-12-19,102000,3,1,896,1938,19135,1,4,4,323,2724236.04193155,262574.8343543,114
401209000,2023-11-20,270000,5,3,1520,1925,19142,1,4,3,64,2671525.70476714,227216.94181563,36
211372713,2024-01-02,510000,3,3,2400,2012,19128,1,3,3,214,2676364.72035156,264382.5453058,29
382032100,2023-12-22,240000,3,2,1180,1940,19129,1,4,2,170,2687571.99616531,255471.8269068,46
262016700,2023-12-15,395000,3,1,1152,1960,19145,1,4,4,373,2690097.54229531,221117.4723873,17
421230200,2023-12-29,140000,2,1,922,1935,19120,1,4,4,290,2705354.45010164,265895.55737163,163
212352200,2024-01-03,340000,3,1,2090,1963,19128,1,4,4,216,2672380.07937072,268921.55033538,21
212332600,2023-12-28,315000,3,1,1148,1950,19128,1,4,2,215,2674792.48990023,268096.69142079,17
662076700,2024-01-10,345000,3,2,1449,1974,19154,1,4,3,362,2740614.90713964,284674.60052213,30
451419500,2023-07-19,300000,3,1,1020,1910,19134,1,3,2,382,2709936.33824757,250810.67284329,59
552124100,2024-01-10,155500,3,1,960,1925,19135,1,4,4,320,2723319.66121839,264740.25161138,89
332087900,2023-12-10,190000,4,2,1226,1925,19124,1,4,4,190,2712063.56890123,257403.15604939,38
261033700,2023-12-21,375000,4,1,1416,1920,19145,1,4,3,39,2690795.97495356,224605.16291846,66
621101600,2023-11-30,315000,3,2,1381,1927,19149,1,3,2,318,2716091.07626614,265216.02165721,85
332026200,2024-01-08,130000,3,1,1350,1925,19124,1,4,4,190,2710678.44076598,256752.6019043,107
441187600,2023-12-14,37500,3,1,1114,1925,19139,1,4,4,93,2675597.41578381,239413.94399638,167
291333600,2024-01-02,312500,3,1,1248,1925,19121,1,2,2,138,2689507.24721606,244567.63250788,99
211002800,2024-01-05,410000,3,2,1656,1900,19128,1,3,3,209,2679336.54117957,259736.45879747,30
352185000,2023-12-27,140000,3,1,1224,1950,19111,1,4,4,305,2709408.78779347,272342.70655079,34
112112500,2024-01-03,100000,3,1,1220,1935,19140,1,4,4,202,2693251.55862506,256425.95623213,70
481259800,2023-12-21,400000,3,2,1140,1920,19145,1,2,2,37,2690276.87100489,226410.70031789,76
452084300,2024-01-04,137500,3,2,1224,1910,19134,1,4,3,188,2708959.39466339,252881.42296688,125
11309100,2024-01-03,599000,4,2,2090,1915,19147,1,4,2,27,2697135.1722489,228115.53778747,57
422382200,2023-12-15,67000,2,1,966,1930,19140,1,4,4,288,2702637.00934231,260849.00381647,58
491367700,2023-12-11,199000,4,1,1538,1935,19141,1,3,2,283,2699014.46803097,262944.07213289,80
621475900,2023-12-29,180000,3,1,1072,1950,19124,1,4,3,302,2715804.82519823,262467.50681305,90
511274205,2023-11-29,789000,5,3,2328,1890,19143,1,4,2,73,2677373.45028947,231491.97657263,92
622422400,2023-12-15,50000,3,1,756,1945,19124,1,4,4,298,2718966.65581681,259837.80997272,105
172059200,2023-12-11,135000,4,1,1700,1905,19141,1,4,4,281,2696967.4796709,265274.51497854,76
101029200,2023-12-29,255500,3,2,1660,1925,19126,1,4,4,267,2697670.01074615,273612.39987755,97
542518400,2023-12-06,210000,3,1,1176,1950,19149,1,4,4,314,2721929.59411664,269394.62419239,37
21420730,2023-12-21,560000,3,3,1994,2011,19147,1,3,3,25,2696895.40271531,230624.67318913,71
572197647,2024-01-09,130000,3,1,1404,1960,19114,1,4,4,348,2732887.73525806,278267.93124889,24
572346100,2024-01-03,360000,3,2,1060,1957,19114,1,4,3,348,2736149.44330156,276005.4531623,28
344232900,2024-01-04,325000,6,3,2201,1925,19151,1,4,4,114,2669574.09154439,245334.97021204,68
632254400,2024-01-10,359900,3,2,1087,1960,19115,1,4,2,344,2723573.0170109,289310.1391513,9
571154400,2024-01-09,360000,4,2,1404,1959,19152,1,4,3,347,2730440.04428731,278685.25718588,40
323164700,2024-01-10,51500,3,1,1104,1915,19121,1,2,2,151,2688317.97433214,249419.98632021,144
71112200,2024-01-10,65000,3,1,1080,1935,19133,1,4,4,176,2701852.9738369,252021.78262579,129
341256600,2023-12-27,40000,3,1,784,1920,19139,1,7,7,96,2670517.15494698,240564.57981847,154
162330400,2023-12-28,137000,3,1,1120,1915,19132,1,4,4,168,2691563.85957265,251546.95713188,207
364024300,2024-01-02,203000,2,1,1064,1920,19146,1,3,3,32,2688162.39885589,229273.60600938,103
162265400,2023-12-08,60000,3,1,1284,1915,19132,1,6,4,168,2690923.96912014,250352.79088505,36
632035700,2024-01-04,425000,4,2,2000,1951,19115,1,4,4,344,2724467.8793944,289836.11447729,2
452246800,2023-12-01,110000,2,1,672,1910,19134,1,4,4,188,2708968.56721723,251798.77454163,98
112240600,2023-11-20,99000,2,1,924,1939,19140,1,4,3,201,2694628.50698665,255619.66322529,106
552100400,2024-01-03,161500,2,1,928,1925,19135,1,4,4,320,2723048.26904464,264452.15179388,90
353103200,2024-01-08,289900,4,1,1400,1925,19111,1,4,4,306,2711891.99214464,273331.49919263,27
23077500,2023-12-04,715000,3,2,1504,1920,19147,1,4,3,16,2698104.12601964,231382.9105178,44
162280900,2024-01-04,72000,4,1,1686,1920,19132,1,4,4,168,2690981.1451869,250625.59873839,70
364000069,2023-12-28,245000,4,2,1368,1920,19146,1,4,2,33,2684645.83403865,230059.16546188,108
531170200,2023-10-06,170000,3,1,1194,1941,19111,1,4,4,311,2715954.50468889,270242.19795655,76
183000500,2023-12-14,645000,3,2,1806,1920,19125,1,2,2,157,2701620.35619189,244375.94457105,91
493007800,2023-12-22,100000,3,1,1200,1940,19141,1,4,4,282,2698690.3856739,265381.89074805,77
383047600,2024-01-05,305000,3,1,1064,1920,19129,1,4,3,207,2684371.98812965,256750.95492597,67
53124840,2024-01-04,740000,4,2,2160,1970,19147,1,4,4,11,2694586.39945932,233239.77655472,74
451262000,2023-12-28,279900,2,2,1158,1920,19134,1,4,4,379,2711583.72832547,249616.51283005,81
888520658,2024-01-03,155000,1,1,940,1970,19131,1,4,3,122,2682211.04166414,254532.91867962,30
582245000,2023-12-20,385000,3,2,1548,1969,19116,1,4,4,358,2729287.07874548,298178.60697863,11
371277300,2023-12-28,100000,2,1,926,1920,19132,1,4,4,166,2695927.5644279,249876.24328172,127
213338800,2023-12-11,345000,3,1,1536,1930,19128,1,4,4,217,2675695.26565373,268573.77773696,7
493095800,2023-12-29,252900,4,3,1176,1935,19141,1,3,2,276,2699540.9843664,270001.07147031,71
622302100,2023-12-29,177000,3,1,1200,1940,19135,1,4,4,319,2720526.9266464,263075.68341821,66
21083100,2024-01-03,670000,3,2,1692,1915,19147,1,3,3,24,2696256.80917622,230391.25436464,54
422013400,2023-12-20,122600,3,1,1006,1940,19140,1,4,4,287,2701761.35164481,261085.52893397,187
21032300,2023-12-30,395000,1,1,1036,1920,19147,1,4,3,24,2695809.5213569,230907.10897596,55
394450600,2024-01-11,262500,2,1,848,1940,19148,1,4,4,40,2692393.18337332,225095.79317079,98
312156400,2023-12-29,179000,2,1,610,1875,19125,1,4,4,378,2706583.11234248,245647.72746055,62
252504500,2024-01-09,58000,3,1,960,1925,19134,1,4,4,178,2704904.24627765,249862.39029105,186
581431700,2023-12-29,370000,3,2,1148,1964,19115,1,4,4,355,2730340.41751806,288024.40845504,25
581413900,2023-12-01,355000,3,2,1201,1960,19115,1,4,4,355,2730010.67375498,287151.86918963,19
581239800,2023-12-29,550000,4,2,2009,1963,19115,1,4,4,356,2725588.09237707,291364.05761564,3
381110700,2023-12-26,119900,3,1,940,1940,19132,1,4,4,172,2690506.04607148,253253.47209156,124
571237600,2024-01-04,320000,3,2,1107,1956,19152,1,4,4,347,2728220.77904081,278596.67534205,17
51047555,2023-11-14,1143000,4,3,2516,2005,19147,1,3,3,10,2698487.0593089,232536.57848606,88
233059800,2024-01-03,95600,3,1,1160,1940,19124,1,4,4,292,2707674.30701047,263564.92915888,64
331108200,2023-12-12,85000,3,1,1350,1920,19134,1,4,4,192,2707033.39589073,253262.85232213,238
